age,date_account_created,date_first_booking,gender,Language_EN,Language_ZH,Country_US,Country_EUR,android,moweb,web,ios,Married,Children
30,9/1/2013,9/1/2013,F,1,0,1,0,0,1,1,0,0,2
30,9/1/2013,9/1/2013,M,1,0,1,0,1,0,1,0,0,2
49,9/1/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,3
27,9/1/2013,9/2/2013,M,1,0,0,1,0,1,1,0,1,2
33,9/1/2013,9/10/2013,F,1,0,0,0,1,0,1,0,1,1
37,9/1/2013,9/2/2013,F,1,0,0,0,1,0,1,0,1,3
35,9/1/2013,9/2/2013,M,1,0,0,0,1,0,1,0,1,1
27,9/1/2013,8/30/2014,F,1,0,1,0,1,0,1,0,0,2
22,9/1/2013,10/8/2013,U,1,0,0,0,1,0,1,0,1,0
52,9/1/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,1
27,9/1/2013,9/20/2013,F,1,0,1,0,0,1,1,0,1,2
53,9/1/2013,9/3/2013,U,1,0,1,0,1,0,1,0,1,2
41,9/1/2013,9/30/2013,F,1,0,1,0,1,0,1,0,1,1
30,9/1/2013,9/2/2013,U,1,0,1,0,1,0,1,0,1,1
25,9/1/2013,9/1/2013,M,1,0,1,0,0,1,1,0,1,1
38,9/2/2013,10/24/2013,F,1,0,1,0,1,0,1,0,1,1
55,9/2/2013,9/2/2013,F,1,0,1,0,1,0,1,0,0,1
69,9/2/2013,12/25/2013,U,1,0,1,0,1,0,1,0,1,1
54,9/2/2013,3/13/2014,M,1,0,1,0,1,0,1,0,0,1
50,9/2/2013,9/3/2013,M,1,0,1,0,0,1,1,0,1,1
33,9/2/2013,9/2/2013,F,1,0,1,0,1,0,1,0,1,1
54,9/2/2013,9/2/2013,U,1,0,1,0,1,0,1,0,1,1
110,9/2/2013,9/2/2013,M,1,0,1,0,0,1,1,0,1,1
31,9/2/2013,9/2/2013,U,1,0,1,0,1,0,0,1,1,1
48,9/2/2013,10/8/2013,F,0,0,0,1,1,0,1,0,1,2
33,9/2/2013,9/2/2013,U,1,0,1,0,1,0,1,0,1,1
45,9/2/2013,10/29/2013,M,1,0,1,0,1,0,1,0,0,3
41,9/2/2013,9/9/2013,U,1,0,1,0,1,0,1,0,1,3
21,9/2/2013,9/7/2013,F,1,0,1,0,1,0,1,0,1,0
25,9/2/2013,9/3/2013,M,1,0,1,0,1,0,1,0,1,1
34,9/2/2013,9/14/2013,F,1,0,1,0,1,0,1,0,0,1
18,9/2/2013,9/4/2013,M,1,0,0,0,1,0,1,0,0,0
18,9/2/2013,9/12/2013,U,1,0,0,0,1,0,1,0,0,0
40,9/2/2013,9/13/2013,F,0,0,1,0,0,1,1,0,1,1
31,9/2/2013,9/3/2013,M,1,0,1,0,1,0,0,1,1,1
28,9/2/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,1
34,9/2/2013,9/2/2013,F,1,0,0,1,0,1,1,0,1,1
32,9/2/2013,2/15/2014,F,1,0,0,1,1,0,1,0,1,1
35,9/2/2013,9/2/2013,M,1,0,1,0,1,0,1,0,1,2
53,9/2/2013,1/31/2014,F,1,0,1,0,1,0,1,0,1,1
42,9/2/2013,7/28/2014,F,1,0,1,0,1,0,1,0,1,1
31,9/2/2013,9/8/2013,F,1,0,1,0,1,0,1,0,1,1
29,9/2/2013,10/22/2013,U,1,0,0,1,1,0,1,0,0,3
41,9/2/2013,11/26/2013,F,1,0,1,0,0,1,1,0,1,3
59,9/2/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,2
22,9/2/2013,9/2/2013,F,1,0,0,1,1,0,1,0,1,0
55,9/2/2013,9/4/2013,F,1,0,1,0,1,0,1,0,1,1
38,9/2/2013,9/6/2013,U,1,0,0,1,1,0,1,0,1,2
44,9/2/2013,8/7/2014,F,1,0,1,0,1,0,1,0,1,1
64,9/2/2013,9/3/2013,M,1,0,0,1,0,1,1,0,1,1
30,9/2/2013,9/8/2013,U,1,0,1,0,1,0,1,0,0,1
37,9/2/2013,9/2/2013,F,1,0,1,0,1,0,1,0,1,2
63,9/2/2013,3/19/2014,M,1,0,1,0,1,0,1,0,1,1
65,9/2/2013,9/2/2013,U,1,0,1,0,1,0,1,0,1,1
33,9/2/2013,9/3/2013,U,1,0,1,0,1,0,1,0,0,1
48,9/2/2013,10/10/2013,U,1,0,0,1,1,0,1,0,0,3
24,9/2/2013,5/31/2014,M,0,0,1,0,0,1,1,0,0,2
27,9/2/2013,9/11/2013,M,1,0,1,0,1,0,1,0,1,1
34,9/2/2013,9/3/2013,U,1,0,1,0,1,0,1,0,1,1
54,9/2/2013,9/7/2013,F,1,0,1,0,1,0,1,0,1,1
70,9/2/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,3
75,9/2/2013,9/13/2013,U,1,0,1,0,1,0,1,0,1,2
39,9/2/2013,9/3/2013,U,1,0,1,0,1,0,1,0,1,2
29,9/2/2013,9/3/2013,U,1,0,0,1,1,0,1,0,1,2
41,9/2/2013,9/2/2013,F,1,0,0,1,0,1,1,0,0,2
40,9/2/2013,9/3/2013,M,1,0,1,0,1,0,1,0,1,3
28,9/2/2013,9/8/2013,M,1,0,1,0,1,0,1,0,0,1
27,9/2/2013,9/3/2013,M,1,0,1,0,1,0,1,0,1,3
30,9/2/2013,9/2/2013,M,1,0,1,0,0,1,1,0,1,1
27,9/2/2013,3/19/2014,F,1,0,1,0,1,0,0,1,1,1
27,9/2/2013,9/2/2013,F,1,0,1,0,1,0,1,0,1,1
30,9/2/2013,10/4/2013,M,1,0,0,1,1,0,1,0,0,1
53,9/2/2013,5/6/2014,F,1,0,1,0,1,0,1,0,1,2
35,9/2/2013,9/18/2013,U,1,0,0,1,1,0,0,1,1,3
28,9/2/2013,9/4/2013,F,1,0,0,0,0,1,1,0,0,1
34,9/2/2013,9/3/2013,F,0,0,0,0,0,1,1,0,1,1
35,9/2/2013,9/25/2013,F,1,0,0,0,1,0,0,1,1,1
105,9/2/2013,9/2/2013,U,1,0,1,0,1,0,1,0,0,3
29,9/2/2013,9/14/2013,F,1,0,1,0,0,1,1,0,1,1
41,9/2/2013,9/3/2013,F,1,0,1,0,0,1,1,0,0,1
105,9/2/2013,9/6/2013,F,1,0,1,0,1,0,1,0,1,2
39,9/2/2013,7/7/2014,U,1,0,0,1,1,0,1,0,1,3
34,9/2/2013,9/9/2013,U,1,0,1,0,1,0,1,0,0,2
27,9/2/2013,9/9/2013,F,1,0,0,0,0,1,1,0,0,1
46,9/2/2013,9/3/2013,M,1,0,0,1,1,0,1,0,1,1
29,9/3/2013,6/13/2014,F,1,0,1,0,0,1,1,0,1,1
26,9/3/2013,9/9/2013,F,0,0,1,0,1,0,0,1,1,1
45,9/3/2013,3/6/2014,F,1,0,1,0,0,1,1,0,1,1
23,9/3/2013,9/3/2013,M,1,0,1,0,1,0,0,1,1,1
28,9/3/2013,8/14/2014,M,1,0,0,0,0,1,1,0,1,1
34,9/3/2013,9/3/2013,M,1,0,1,0,1,0,1,0,1,3
36,9/3/2013,7/24/2014,F,1,0,1,0,0,1,0,0,1,2
59,9/3/2013,10/25/2013,M,1,0,1,0,0,1,1,0,1,1
26,9/3/2013,9/6/2013,M,1,0,1,0,1,0,1,0,1,1
27,9/3/2013,9/3/2013,U,1,0,1,0,1,0,1,0,1,1
67,9/3/2013,9/8/2013,F,1,0,1,0,1,0,1,0,1,3
23,9/3/2013,9/3/2013,U,1,0,1,0,1,0,1,0,1,1
36,9/3/2013,9/13/2013,U,1,0,0,1,1,0,1,0,1,1
30,9/3/2013,3/9/2014,M,1,0,1,0,0,1,0,1,1,1
32,9/3/2013,9/3/2013,M,1,0,1,0,0,1,1,0,1,1
45,9/3/2013,9/3/2013,M,1,0,1,0,1,0,1,0,0,1
29,9/3/2013,9/3/2013,F,1,0,0,1,1,0,1,0,1,2
42,9/3/2013,9/4/2013,U,1,0,0,1,1,0,1,0,1,2
31,9/3/2013,2/18/2014,F,1,0,1,0,1,0,1,0,1,2
36,9/3/2013,9/5/2013,M,1,0,0,1,1,0,1,0,1,1
39,9/3/2013,9/18/2013,F,1,0,0,0,1,0,1,0,1,1
38,9/3/2013,4/7/2014,F,1,0,0,1,0,1,1,0,1,1
105,9/3/2013,9/11/2013,U,1,0,1,0,1,0,1,0,1,1
40,9/3/2013,9/3/2013,M,1,0,1,0,0,1,1,0,1,2
69,9/3/2013,9/3/2013,M,1,0,1,0,1,0,1,0,0,1
27,9/3/2013,8/18/2014,F,1,0,0,0,0,1,1,0,1,1
36,9/3/2013,9/10/2013,U,1,0,0,1,1,0,1,0,1,1
33,9/3/2013,9/1/2014,M,1,0,1,0,1,0,1,0,1,1
38,9/3/2013,6/3/2014,U,1,0,1,0,1,0,0,1,1,3
30,9/3/2013,9/9/2013,F,1,0,0,1,1,0,1,0,1,1
34,9/3/2013,10/11/2013,M,1,0,1,0,1,0,1,0,1,1
28,9/3/2013,9/3/2013,M,1,0,1,0,1,0,0,1,1,3
41,9/3/2013,9/5/2013,U,1,0,1,0,1,0,0,1,1,1
64,9/3/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,1
35,9/3/2013,8/5/2014,F,1,0,1,0,1,0,1,0,0,1
28,9/3/2013,9/3/2013,M,1,0,1,0,1,0,1,0,0,1
37,9/3/2013,2/16/2014,F,1,0,1,0,0,1,1,0,1,3
35,9/3/2013,9/20/2013,F,1,0,1,0,1,0,1,0,1,1
61,9/3/2013,9/4/2013,U,1,0,1,0,1,0,0,1,0,3
62,9/3/2013,2/21/2014,M,1,0,1,0,1,0,1,0,1,1
52,9/3/2013,6/23/2014,M,1,0,1,0,1,0,1,0,1,2
33,9/3/2013,9/5/2013,U,1,0,1,0,1,0,1,0,1,1
29,9/3/2013,12/23/2013,M,1,0,1,0,0,1,1,0,1,1
95,9/3/2013,3/1/2014,M,0,1,1,0,1,0,1,0,1,2
36,9/3/2013,9/4/2013,U,1,0,1,0,1,0,1,0,1,1
67,9/3/2013,8/21/2014,U,1,0,1,0,1,0,1,0,0,3
37,9/3/2013,9/4/2013,F,1,0,0,0,1,0,1,0,1,1
38,9/3/2013,9/11/2013,M,0,0,0,1,1,0,1,0,1,3
26,9/3/2013,9/5/2013,F,1,0,1,0,1,0,1,0,1,1
34,9/3/2013,9/5/2013,U,1,0,1,0,1,0,1,0,1,1
105,9/3/2013,9/14/2013,U,1,0,1,0,1,0,1,0,1,3
50,9/3/2013,8/7/2014,M,1,0,1,0,1,0,1,0,0,1
30,9/3/2013,9/5/2013,M,1,0,1,0,1,0,1,0,1,1
34,9/3/2013,8/30/2014,F,1,0,0,0,0,1,1,0,1,1
25,9/3/2013,9/5/2013,U,1,0,1,0,1,0,1,0,0,1
32,9/3/2013,10/28/2013,M,1,0,1,0,1,0,1,0,1,1
29,9/3/2013,9/4/2013,M,1,0,1,0,0,1,1,0,1,1
30,9/3/2013,9/3/2013,M,1,0,1,0,0,1,1,0,1,2
42,9/3/2013,9/5/2013,U,1,0,0,0,1,0,1,0,1,2
30,9/3/2013,9/11/2013,M,1,0,1,0,1,0,1,0,1,3
33,9/3/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,1
36,9/3/2013,9/3/2013,M,1,0,1,0,1,0,1,0,1,2
50,9/3/2013,11/3/2013,F,1,0,1,0,0,1,1,0,1,3
28,9/3/2013,9/4/2013,M,1,0,1,0,0,1,0,1,1,2
29,9/3/2013,9/3/2013,F,1,0,1,0,0,1,1,0,1,1
28,9/3/2013,9/4/2013,F,1,0,1,0,1,0,1,0,1,1
25,9/3/2013,9/6/2013,F,1,0,1,0,1,0,1,0,0,1
66,9/3/2013,9/18/2013,F,1,0,1,0,1,0,1,0,1,2
34,9/3/2013,9/17/2013,U,1,0,1,0,1,0,1,0,1,1
28,9/3/2013,10/3/2013,M,1,0,0,0,1,0,1,0,1,1
60,9/3/2013,12/5/2013,U,1,0,1,0,1,0,1,0,1,1
26,9/3/2013,9/3/2013,F,1,0,0,1,0,1,1,0,1,1
62,9/3/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,1
56,9/3/2013,9/13/2013,F,1,0,1,0,1,0,1,0,1,1
28,9/3/2013,4/8/2014,M,1,0,0,0,0,1,1,0,1,2
36,9/3/2013,9/15/2013,F,1,0,0,1,1,0,1,0,1,1
47,9/3/2013,1/14/2014,U,1,0,1,0,1,0,1,0,1,2
22,9/3/2013,12/30/2013,U,1,0,0,1,1,0,0,1,0,0
43,9/3/2013,9/4/2013,M,1,0,0,1,0,1,1,0,1,3
19,9/3/2013,9/15/2013,U,1,0,0,1,1,0,1,0,0,0
28,9/3/2013,9/6/2013,F,1,0,1,0,0,1,1,0,1,2
23,9/3/2013,9/4/2013,U,1,0,0,1,1,0,1,0,1,1
27,9/3/2013,7/20/2014,F,1,0,1,0,0,1,1,0,0,1
32,9/3/2013,9/4/2013,U,1,0,1,0,0,1,1,0,1,1
57,9/3/2013,9/9/2013,F,1,0,1,0,1,0,1,0,0,2
32,9/3/2013,9/4/2013,U,1,0,1,0,1,0,1,0,1,3
26,9/3/2013,11/4/2013,M,1,0,0,0,1,0,1,0,1,1
35,9/3/2013,10/4/2013,U,1,0,0,0,1,0,1,0,1,2
33,9/3/2013,9/3/2013,F,1,0,1,0,1,0,1,0,1,1
41,9/3/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,1
55,9/3/2013,9/6/2013,F,1,0,0,1,1,0,1,0,0,1
35,9/3/2013,9/7/2013,F,1,0,1,0,1,0,1,0,0,2
29,9/3/2013,12/10/2013,M,1,0,1,0,0,1,1,0,1,3
36,9/3/2013,9/6/2013,F,1,0,1,0,0,1,1,0,1,3
35,9/4/2013,5/8/2014,M,1,0,1,0,1,0,1,0,1,1
29,9/4/2013,9/5/2013,M,1,0,1,0,0,1,1,0,1,2
40,9/4/2013,5/21/2014,F,1,0,1,0,1,0,1,0,1,1
23,9/4/2013,9/4/2013,F,1,0,1,0,1,0,0,0,1,2
41,9/4/2013,10/26/2013,U,1,0,0,1,1,0,1,0,1,3
46,9/4/2013,9/4/2013,U,1,0,1,0,1,0,1,0,0,1
45,9/4/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,3
35,9/4/2013,9/10/2013,U,1,0,0,1,1,0,1,0,0,2
35,9/4/2013,9/4/2013,F,1,0,0,0,1,0,1,0,1,3
26,9/4/2013,9/4/2013,U,1,0,1,0,1,0,0,0,1,2
30,9/4/2013,6/6/2014,M,1,0,1,0,0,1,1,0,0,2
37,9/4/2013,9/6/2013,F,1,0,0,1,0,1,1,0,1,3
30,9/4/2013,9/4/2013,M,1,0,1,0,1,0,1,0,0,2
31,9/4/2013,9/27/2013,M,1,0,1,0,1,0,1,0,1,3
43,9/4/2013,9/4/2013,U,1,0,1,0,1,0,1,0,1,1
29,9/4/2013,9/4/2013,F,1,0,1,0,0,1,1,0,1,1
26,9/4/2013,11/29/2013,F,1,0,1,0,0,1,1,0,1,3
29,9/4/2013,9/4/2013,F,1,0,0,0,1,0,1,0,1,1
33,9/4/2013,9/11/2013,F,1,0,0,1,0,1,1,0,1,1
44,9/4/2013,9/4/2013,F,1,0,1,0,1,0,1,0,1,1
28,9/4/2013,9/30/2013,M,1,0,1,0,0,1,1,0,1,1
33,9/4/2013,9/4/2013,F,1,0,1,0,1,0,0,0,1,1
29,9/4/2013,9/28/2013,M,1,0,1,0,1,0,1,0,1,3
59,9/4/2013,9/6/2013,F,1,0,1,0,1,0,1,0,1,2
32,9/4/2013,9/4/2013,F,1,0,1,0,1,0,1,0,1,1
65,9/4/2013,9/7/2013,F,1,0,1,0,1,0,1,0,1,3
47,9/4/2013,9/30/2013,M,0,0,1,0,1,0,1,0,0,1
43,9/4/2013,9/4/2013,U,1,0,1,0,1,0,1,0,1,2
42,9/4/2013,5/6/2014,M,1,0,0,1,1,0,1,0,1,1
61,9/4/2013,4/1/2014,F,1,0,1,0,1,0,1,0,1,1
31,9/4/2013,9/6/2013,U,1,0,1,0,1,0,1,0,1,1
32,9/4/2013,9/5/2013,F,1,0,0,0,1,0,1,0,1,1
33,9/4/2013,9/4/2013,F,1,0,1,0,1,0,1,0,0,1
34,9/4/2013,9/21/2013,F,1,0,0,1,0,1,1,0,1,2
34,9/4/2013,9/4/2013,U,1,0,1,0,1,0,1,0,1,1
105,9/4/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,1
38,9/4/2013,9/6/2013,M,1,0,1,0,0,1,1,0,1,1
31,9/4/2013,9/14/2013,F,1,0,1,0,0,1,1,0,1,1
34,9/4/2013,9/11/2013,M,1,0,0,0,0,1,1,0,1,3
66,9/4/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,1
29,9/4/2013,9/4/2013,F,1,0,1,0,0,1,1,0,1,1
42,9/4/2013,10/27/2013,M,1,0,1,0,1,0,1,0,1,1
44,9/4/2013,9/4/2013,M,1,0,0,0,1,0,1,0,1,3
34,9/4/2013,9/9/2013,F,1,0,0,1,1,0,1,0,1,3
27,9/4/2013,9/4/2013,M,1,0,0,0,1,0,1,0,1,1
41,9/4/2013,9/21/2013,U,1,0,1,0,1,0,1,0,1,1
28,9/4/2013,9/5/2013,F,1,0,1,0,1,0,1,0,1,1
28,9/4/2013,5/14/2014,F,0,0,0,1,0,1,1,0,1,2
26,9/4/2013,10/8/2013,F,0,1,1,0,1,0,1,0,0,1
50,9/4/2013,3/13/2014,M,1,0,1,0,1,0,1,0,1,1
32,9/4/2013,9/23/2013,F,1,0,0,1,0,1,1,0,1,1
36,9/4/2013,9/4/2013,M,1,0,0,1,0,1,1,0,1,1
28,9/4/2013,9/6/2013,M,1,0,1,0,1,0,0,1,1,1
104,9/4/2013,9/6/2013,F,0,0,0,1,1,0,1,0,1,3
67,9/4/2013,7/21/2014,M,1,0,1,0,1,0,1,0,1,1
36,9/4/2013,9/4/2013,F,1,0,1,0,1,0,1,0,1,3
22,9/4/2013,10/17/2013,U,1,0,0,1,1,0,1,0,1,0
32,9/4/2013,8/7/2014,F,1,0,0,1,1,0,1,0,1,1
18,9/4/2013,9/4/2013,M,1,0,0,1,1,0,1,0,0,0
27,9/4/2013,5/15/2014,M,1,0,0,1,0,1,1,0,1,1
25,9/4/2013,5/7/2014,F,1,0,1,0,0,1,0,0,1,1
36,9/4/2013,9/4/2013,F,1,0,1,0,1,0,0,1,0,2
52,9/4/2013,2/11/2014,F,1,0,1,0,1,0,1,0,1,3
57,9/4/2013,9/5/2013,U,1,0,0,0,1,0,1,0,1,1
31,9/4/2013,9/9/2013,M,1,0,1,0,0,1,0,0,1,1
64,9/4/2013,9/4/2013,M,1,0,1,0,1,0,1,0,0,2
42,9/4/2013,5/16/2014,F,1,0,1,0,1,0,1,0,1,2
55,9/4/2013,8/13/2014,F,1,0,1,0,1,0,1,0,1,1
30,9/4/2013,7/2/2014,M,1,0,1,0,0,1,1,0,1,1
31,9/4/2013,10/14/2013,U,1,0,1,0,1,0,1,0,0,2
37,9/4/2013,9/4/2013,U,1,0,1,0,1,0,1,0,1,1
32,9/4/2013,9/5/2013,M,1,0,1,0,0,1,1,0,1,1
41,9/4/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,1
47,9/4/2013,9/9/2013,U,1,0,0,1,1,0,1,0,1,1
41,9/4/2013,9/8/2013,F,1,0,1,0,1,0,1,0,1,1
39,9/4/2013,3/17/2014,M,1,0,1,0,0,1,1,0,1,1
63,9/4/2013,9/6/2013,U,1,0,1,0,1,0,1,0,1,1
65,9/4/2013,10/19/2013,F,1,0,1,0,1,0,1,0,1,2
44,9/4/2013,9/9/2013,M,1,0,0,1,1,0,1,0,1,3
25,9/4/2013,1/15/2014,F,1,0,0,0,1,0,1,0,0,1
38,9/4/2013,9/4/2013,M,0,0,1,0,1,0,1,0,1,1
27,9/4/2013,9/8/2013,U,1,0,1,0,1,0,1,0,1,1
36,9/4/2013,9/4/2013,F,1,0,1,0,0,1,1,0,1,1
32,9/4/2013,9/5/2013,U,1,0,1,0,1,0,0,1,1,2
28,9/4/2013,9/4/2013,M,1,0,1,0,0,1,1,0,1,2
27,9/4/2013,9/4/2013,M,1,0,1,0,1,0,1,0,1,2
54,9/4/2013,9/30/2013,U,1,0,1,0,1,0,1,0,1,1
31,9/4/2013,9/14/2013,F,1,0,1,0,0,1,1,0,1,1
30,9/4/2013,1/15/2014,M,1,0,1,0,0,1,1,0,1,3
54,9/4/2013,9/4/2013,F,1,0,1,0,1,0,1,0,0,1
58,9/4/2013,9/21/2013,F,1,0,0,1,1,0,1,0,0,1
37,9/4/2013,9/8/2013,F,1,0,0,0,0,1,1,0,0,3
29,9/4/2013,7/18/2014,M,1,0,0,0,0,1,0,0,1,1
41,9/4/2013,1/2/2014,F,1,0,0,1,0,1,1,0,1,1
31,9/4/2013,9/5/2013,F,1,0,1,0,1,0,1,0,1,3
26,9/4/2013,11/7/2013,F,1,0,0,1,1,0,1,0,0,1
35,9/4/2013,9/5/2013,M,1,0,1,0,1,0,1,0,1,3
2014,9/4/2013,9/11/2013,F,1,0,1,0,1,0,1,0,0,2
36,9/4/2013,9/16/2013,F,1,0,1,0,1,0,1,0,1,1
36,9/4/2013,3/19/2014,M,1,0,0,0,1,0,1,0,0,3
30,9/4/2013,8/1/2014,F,1,0,1,0,0,1,1,0,1,1
36,9/4/2013,9/5/2013,M,1,0,1,0,1,0,1,0,1,1
27,9/4/2013,9/5/2013,M,1,0,0,0,0,1,1,0,1,1
27,9/4/2013,9/7/2013,F,1,0,1,0,1,0,1,0,0,1
39,9/4/2013,9/7/2013,F,1,0,0,1,0,1,1,0,1,2
25,9/4/2013,7/7/2014,M,1,0,0,1,0,1,1,0,1,1
27,9/4/2013,4/2/2014,U,1,0,1,0,1,0,1,0,0,2
31,9/4/2013,9/5/2013,F,1,0,1,0,0,1,1,0,0,1
35,9/4/2013,8/24/2014,M,1,0,0,1,1,0,1,0,1,1
33,9/4/2013,2/9/2014,M,1,0,1,0,0,1,1,0,1,1
31,9/5/2013,12/13/2013,U,1,0,0,1,1,0,1,0,1,3
34,9/5/2013,9/25/2013,F,1,0,1,0,1,0,1,0,1,1
30,9/5/2013,12/2/2013,F,1,0,1,0,1,0,1,0,1,1
26,9/5/2013,9/7/2013,M,1,0,1,0,1,0,1,0,1,2
60,9/5/2013,9/9/2013,M,1,0,1,0,1,0,1,0,1,2
26,9/5/2013,9/6/2013,U,1,0,1,0,1,0,1,0,1,1
45,9/5/2013,12/13/2013,U,1,0,1,0,1,0,1,0,1,3
67,9/5/2013,5/2/2014,U,1,0,1,0,1,0,1,0,1,1
33,9/5/2013,9/5/2013,U,0,1,0,0,1,0,1,0,1,3
31,9/5/2013,7/1/2014,F,1,0,1,0,0,1,1,0,1,1
35,9/5/2013,9/5/2013,M,1,0,1,0,0,1,0,1,1,1
27,9/5/2013,9/5/2013,F,1,0,1,0,1,0,1,0,1,1
27,9/5/2013,9/5/2013,F,1,0,1,0,1,0,1,0,1,2
24,9/5/2013,9/5/2013,F,1,0,1,0,0,1,1,0,1,1
61,9/5/2013,9/5/2013,U,1,0,1,0,1,0,0,1,1,1
29,9/5/2013,9/5/2013,F,1,0,1,0,0,1,1,0,1,1
34,9/5/2013,9/6/2013,M,1,0,1,0,1,0,1,0,1,1
30,9/5/2013,9/5/2013,F,1,0,1,0,1,0,1,0,0,1
58,9/5/2013,9/6/2013,U,1,0,1,0,1,0,1,0,1,1
42,9/5/2013,9/6/2013,M,1,0,1,0,1,0,1,0,0,1
53,9/5/2013,9/5/2013,M,1,0,1,0,0,1,1,0,1,1
27,9/5/2013,9/5/2013,U,1,0,1,0,1,0,1,0,1,1
26,9/5/2013,3/5/2014,M,1,0,1,0,0,1,1,0,1,2
28,9/5/2013,9/5/2013,F,1,0,1,0,0,1,1,0,1,2
60,9/5/2013,9/27/2013,F,1,0,1,0,1,0,1,0,1,3
30,9/5/2013,9/7/2013,M,1,0,1,0,0,1,1,0,1,2
27,9/5/2013,3/4/2014,F,1,0,0,0,1,0,1,0,0,1
28,9/5/2013,9/6/2013,U,0,0,1,0,1,0,1,0,1,1
50,9/5/2013,9/6/2013,M,1,0,1,0,1,0,1,0,1,1
26,9/5/2013,9/7/2013,F,1,0,1,0,0,1,1,0,1,1
40,9/5/2013,7/15/2014,M,1,0,1,0,1,0,1,0,1,1
27,9/5/2013,9/10/2013,M,1,0,1,0,1,0,1,0,1,3
43,9/5/2013,5/15/2014,F,1,0,1,0,1,0,1,0,1,1
34,9/5/2013,9/6/2013,M,1,0,1,0,0,1,1,0,1,1
29,9/5/2013,10/2/2013,M,1,0,0,0,1,0,1,0,1,3
33,9/5/2013,1/20/2014,U,1,0,1,0,1,0,1,0,1,1
43,9/5/2013,9/5/2013,F,1,0,1,0,1,0,1,0,1,1
34,9/5/2013,9/5/2013,U,1,0,0,0,1,0,1,0,0,3
31,9/5/2013,6/28/2014,F,1,0,1,0,1,0,1,0,0,1
27,9/5/2013,9/17/2013,M,1,0,0,0,1,0,1,0,1,3
105,9/5/2013,9/6/2013,U,1,0,1,0,1,0,0,1,1,3
29,9/5/2013,1/25/2014,F,1,0,0,0,1,0,1,0,0,2
29,9/5/2013,9/7/2013,F,1,0,1,0,0,1,1,0,1,1
38,9/5/2013,9/12/2013,F,1,0,0,0,1,0,1,0,1,1
26,9/5/2013,8/11/2014,M,1,0,1,0,0,1,1,0,1,1
55,9/5/2013,10/11/2013,F,1,0,1,0,1,0,1,0,1,1
56,9/5/2013,9/6/2013,F,1,0,0,0,1,0,0,0,1,3
38,9/5/2013,9/6/2013,F,1,0,1,0,1,0,1,0,1,1
52,9/5/2013,9/7/2013,M,1,0,1,0,0,1,1,0,0,1
49,9/5/2013,3/29/2014,F,1,0,1,0,1,0,1,0,1,1
23,9/5/2013,9/10/2013,M,1,0,0,1,0,1,1,0,1,1
50,9/5/2013,9/22/2013,U,1,0,1,0,1,0,1,0,0,2
32,9/5/2013,12/11/2013,F,1,0,1,0,1,0,1,0,1,1
32,9/5/2013,9/5/2013,M,1,0,1,0,0,1,1,0,1,1
35,9/5/2013,9/5/2013,U,1,0,1,0,1,0,1,0,1,1
36,9/5/2013,4/28/2014,U,1,0,1,0,1,0,0,1,1,1
29,9/5/2013,9/6/2013,U,1,0,1,0,1,0,1,0,0,2
44,9/5/2013,9/26/2013,F,1,0,1,0,0,1,1,0,1,3
32,9/5/2013,9/5/2013,F,1,0,1,0,0,1,1,0,1,3
40,9/5/2013,9/7/2013,M,1,0,0,1,1,0,1,0,1,1
27,9/5/2013,9/5/2013,F,1,0,1,0,1,0,0,1,1,1
39,9/5/2013,9/5/2013,M,0,0,0,1,0,1,1,0,0,2
79,9/5/2013,9/22/2013,M,1,0,1,0,1,0,1,0,0,1
48,9/5/2013,9/6/2013,M,1,0,1,0,0,1,1,0,1,1
25,9/5/2013,8/20/2014,F,1,0,1,0,0,1,1,0,1,1
33,9/5/2013,9/5/2013,U,1,0,1,0,1,0,1,0,1,1
32,9/5/2013,9/6/2013,M,1,0,1,0,1,0,1,0,1,1
27,9/5/2013,9/6/2013,F,1,0,0,0,1,0,1,0,1,1
24,9/5/2013,9/9/2013,M,1,0,0,0,1,0,1,0,1,3
26,9/5/2013,9/5/2013,F,1,0,1,0,0,1,1,0,0,2
28,9/5/2013,9/6/2013,F,1,0,0,0,0,1,1,0,1,1
26,9/5/2013,9/5/2013,M,1,0,1,0,1,0,1,0,0,2
39,9/5/2013,9/6/2013,F,1,0,0,1,1,0,1,0,1,3
41,9/5/2013,9/9/2013,M,1,0,0,0,0,1,1,0,1,1
36,9/5/2013,11/18/2013,F,1,0,1,0,0,1,0,1,1,2
25,9/5/2013,9/5/2013,F,1,0,1,0,0,1,1,0,1,1
30,9/5/2013,9/5/2013,M,1,0,0,1,1,0,1,0,1,1
